o:id,o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:type,dcterms:identifier,dcterms:created,dcterms:isPartOf,dcterms:dateSubmitted,rdfs:comment,crm:P15_was_influenced_by,crm:P43_has_dimension,crm:P44_has_condition,crm:P62_depicts,crm:P65_shows_visual_item,crm:P94i_was_created_by,rico:documentedBy,rico:hasOrHadPhysicalLocation,rico:hasOrHadSubject,rico:isOrWasIncludedIn,rico:descriptiveNote,rico:measure,schema:material
25329,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Autel secondaire de saint Joseph,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-47 marbrerie,IMVRG00023,1875/1900,,2021-09-21,,,estrade : 16 cm (hauteur) x 149 cm (largeur) x 160 cm (profondeur),État passable. Manque la structure postérieure du tabernacle,,,,,Chapelle [bas-côté sud],,25298,,193 cm (hauteur) x 150 cm (largeur) x 81 cm (profondeur),"marbre: blanc veiné, taillé, poli"
25328,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Vierge à l'Enfant avec le petit saint Jean-Baptiste dit La Belle Jardinière,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00022,1875/1900,,2021-09-21,"Copie sur toile de la peinture sur bois (peuplier) de Raphaël Sanzio, conservée au Musée du Louvre (INV 602).
De même que La Vierge au Diadème (IMVRG00002), cette copie est-elle de la main d'Augustin Seguin ?",http://viaf.org/viaf/64055977 Raphaël,"vue : 81 cm (hauteur) x 54,4 cm (largeur)",Bon état,scène biblique,"Vierge: assise, de trois-quarts | Enfant Jésus: en pied | saint Jean-Baptiste | enfant: agenouillé, de trois-quarts | paysage",3955,,Chapelle [bas-côté sud],,25300,,100 cm (hauteur) x 74 cm (largeur) x 7 cm (profondeur),"peinture à l'huile sur toile | bois (cadre): taillé, doré"
25327,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Lampe de sanctuaire,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-21 dinanderie,IMVRG00021,1895/1905,,2021-09-21,,,dimension approximative,Bon état. Encrassement,ornement à forme végétale,,,,Chapelle [chœur],,25302,,100 cm (largeur),alliage cuivreux
25326,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,La Transfiguration,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-4887 peinture monumentale,IMVRG00020,1895/1905,,2021-09-21,"Il s'agit de la reproduction de la partie supérieure de la peinture à l'huile sur bois de Raphaël Sanzio, La Transfiguration, conservée à la Pinacothèque Vaticane (Rome), que choisit Augustin Seguin. Il ne conserve que les figures des apôtres prostrés sur le rocher et celles, célestes, du Christ et des prophètes Moïse et Élie",,,État passable. Traces d'humidité ; soulèvements ; manques,scène biblique,La Transfiguration du Christ | Christ: dans les airs | apôtres,3955,,Chapelle [chœur],,25299,,575 cm (largeur),peinture à l'huile (?) | peinture à la cire (?)
25325,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Peinture monumentale : tenture,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-4887 peinture monumentale,IMVRG00019,1895/1905,,2021-09-21,,,,État passable. Traces d'humidité ; soulèvements ; nombreux manques,ornement à forme géométrique,"représentation d'une tenture stylisée, pourpre, accrochée à des cercles, parsemée de croix et de fleurs de lys dorées",3955,,Chapelle [chœur],,25299,,470 cm (hauteur) x 575 cm (largeur),peinture à l'huile (?) | peinture à la cire (?)
25324,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Vierge à l'Enfant,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00018,1895/1905,,2021-09-21,"Une esquisse en plâtre est conservée dans l'atelier (IMVRG00172, illustration MHVRG_20210700461NUCA_P.jpg). S'agit-il d'une création d'Augustin Seguin ?",,,Bon état. Encrassement ; poussière,personnage biblique,"Vierge à l'Enfant: de face, assis | ornement à forme végétale",3955,,Chapelle [chœur],,25301,,,"plâtre (?): moulé, peint"
25323,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Grille,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-32 ferronnerie,IMVRG00017,1895/1905,,2021-09-21,,,,Bon état,ornement à forme géométrique,,,,Chapelle [chœur],,25298,,Diamètre: 70 cm,fer (?) alliage cuivreux (?)
25322,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,2 pupitres d'autel,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-53 menuiserie,IMVRG00016,1895/1905,,2021-09-21,,,"pupitre n°1, fermé ; pupitre n° 2 : 32 cm (hauteur) x 39 cm (largeur) x 31 cm (profondeur)",Bon état,ornement à forme végétale | symbole christique,fleuron | chrisme | alpha et omega,,,Chapelle [chœur (maître-autel)],,25303,,51 cm (hauteur) x 30 cm (largeur) x 3 cm (profondeur),bois feuillu indigène: vernis
25321,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Siège de célébrant ou banc de chœur,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-53 menuiserie,IMVRG00015,1875/1900,,2021-09-21,,,profondeur de l'assise,Bon état,,,,,Chapelle [chœur],,25298,,"170 cm (hauteur) x 500 cm (largeur) x 38,5 cm (profondeur)",bois feuillu indigène: taillé
25320,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Maître-autel,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-47 marbrerie,IMVRG00014,1875/1900,,2021-09-21,,,,Défectueux. La porte du tabernacle ne pivote plus ; niche de la pierre de consécration refaite ; plateau en plâtre effrité sur les bords ; encrassement ; poussière,,,,,Chapelle [chœur],,25298,,175 + 82 cm (hauteur) x 212 cm (largeur) x 105 cm (profondeur),"marbre blanc veiné: taillé, poli"
25319,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,4 bras de lumière,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-21 dinanderie,IMVRG00013,1875/1900,,2021-09-21,,,autre modèle : 15 cm (hauteur) x 25 cm (largeur) x 17 cm (profondeur),Bon état,ornement à forme végétale,,,,Chapelle [avant-chœur],,25302,,36 cm (hauteur) x 39 cm (largeur) x 35 cm (profondeur),alliage cuivreux
25318,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Lampe de sanctuaire,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-21 dinanderie,IMVRG00012,1875/1900,,2021-09-21,,,dimensions approximatives,,scène | ornement à forme végétale,,,,Chapelle [vaisseau central],,25302,,40 cm (hauteur). Diamètre: 40 cm,alliage cuivreux
25317,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Clôture de chœur,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-53 menuiserie,IMVRG00011,1895/1905,,2021-09-21,,,dimensions entrée du chœur ; entre colonnement : 211 cm (largeur),Bon état,,,,,Chapelle [vaisseau central],,25298,,"151 cm (hauteur) x 531,5 cm (largeur) x 6 cm (profondeur)","bois feuille indigène: tourné, peint"
25316,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Saint Camille,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00010,1875/1900,,2021-09-21,"Ce tableau, ainsi que celui figurant Saint Marc (IMVRG00009), a été donné par Stanislas Seguin (vers 2020 ?). Ils meublaient la chapelle du Colombier, propriété des parents de Marc Seguin à Annonay",,"dimensions totales ; vue : 90 cm (hauteur) x 71,5 cm (largeur)","Défectueux. Grosse perforation dans l'angle inférieur droit, de 5,5 sur 3,3 cm ; début de perforation avec manque de matière un peu plus bas, de 4 sur 6,5 cm",,,,,Chapelle [vaisseau central],,25300,,112 cm (hauteur) x 93 cm (largeur),peinture à l'huile sur toile | bois (cadre): doré
25315,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Saint Marc,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00009,1875/1900,,2021-09-21,"L'iconographie serait plutôt celle de l'évangéliste Marc, écrivant son texte accompagné du lion qui le symbolise.
Ce tableau, ainsi que celui figurant Saint Camille (IMVRG00010), a été donné par Stanislas Seguin (vers 2020 ?). Ils meublaient la chapelle du Colombier, propriété des parents de Marc Seguin à Annonay",,"dimensions totales ; vue : 90 cm (hauteur) x 71,5 cm (largeur)",État passable. Poussière ; encrassement ; quelques soulèvements et manques dans l'angle inférieur gauche ; affaissement de la toile en partie basse,évangéliste,"saint Marc | assis, de trois-quarts | écriture | livre | lion",,,Chapelle [vaisseau central],,25300,,112 cm (hauteur) x 93 cm (largeur),peinture à l'huile sur toile | bois (cadre): doré
25314,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Bénitier mural,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-117 zoologie,IMVRG00008,1875/1900,,2021-09-21,,,,Bon état,,,,,Chapelle [bas-côté nord],,25305,,7 cm (hauteur) x 21 cm (largeur) x 11 cm (profondeur),coquillage
25313,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Annonciation,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00007,1875/1900,,2021-09-21,,,,"État passable. Repeint de couleur verte sur les nuées de l'ange Gabriel, en fond de ce dernier, sur la gloire rayonnante ; manquent quelques doigts de la main gauche de l'ange ; inscription partielle effacée",scène biblique,"Annonciation | Vierge: à genoux, de trois-quarts | ange Gabriel: en pied, de trois-quarts | colombe | saint-Esprit | gloire rayonnante | angelot | nuées | arcade | mur | corniche | pupitre",3955,,Chapelle [bas-côté nord],,25301,En façade : JE VOUS SALUE MARIE PLEINE DE GRACE,359 cm (hauteur) x 188 cm (largeur) x 35 cm (profondeur),"plâtre: moulé, peint"
25312,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Sacré Cœur,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00006,1895/1905,,2021-09-21,"L'entreprise Solon à Paris se développe, parmi de nombreuses autres, pour répondre à la demande importante de sculpture religieuse après le Concordat de 1801. Avec Raffl, Delin, Peaucelle-Coquet, Froc-Rbert, Casciani et Cachal-Froc, il travaille à la Statuaire de Paris.
Dans la base de données Palissy, seulement 5 œuvres de ce fabricant sont répertoriées, présentes en Provence-Alpes-Côte d'Azur, Occitanie, Bretagne, Nouvelle-Aquitaine",,"dimensions totales ; socle : 8,5 cm (hauteur) ; 36 cm (largeur) x 27,5 cm (profondeur) ; statue : 97 cm (hauteur) x 40 cm (largeur) x 22 cm (profondeur)",État passable. Usures de surface généralisée ; noir (de fumée ?) sur le nez ; encrassement ; poussière,saint,Sacré Cœur,,,Chapelle [bas-côté nord],,25301,Sur le côté senestre du socle : MODELE DEPOSE / PROPRIETE DE / SOLO[N]  A P[ARIS],"106 cm (hauteur) x 40 cm (largeur) x 27,5 cm (profondeur)","carton pierre: façonné, peint | bois: peint"
25311,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Autel secondaire de la Vierge,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-45 maçonnerie | http://data.culture.fr/thesaurus/resource/ark:/67717/T262-47 marbrerie | http://data.culture.fr/thesaurus/resource/ark:/67717/T262-53 menuiserie,IMVRG00005,1875/1900,,2021-09-21,,,"dimensions totales ; autel : 112 cm (hauteur) cm (hauteur) x 145 cm (largeur) x 49 cm (profondeur); gradin : 22 cm (hauteur) x 57,5 cm (largeur) ; 24 cm (profondeur); dé : 56 cm (hauteur) x 37 cm (largeur) x 39 cm (profondeur)",Bon état. Léger encrassement,monogramme,"Sur la façade du dé d'autel, monogramme marial: AM",,,Chapelle [bas-côté nord],,25298,"Sur la façade du dé, monogramme marial : AM",166 cm (hauteur) x 147 cm (largeur) : 152 cm (profondeur),moellon | marbre blanc veiné | bois feuillu indigène
25310,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Enfilade,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-53 menuiserie | http://data.culture.fr/thesaurus/resource/ark:/67717/T262-49 marqueterie,IMVRG00004,1875/1900,,2021-09-21,,,,Bon état,ornement à forme géométrique,"Suite de carrés marqués d'une croix rehaussée de 4 boutons. Sur les portes, rectangle marqueté",,,Chapelle [bas-côté nord],,25298,,121 cm (hauteur) x 202 cm (largeur) x 41 cm (profondeur),bois feuillu indigène: marqueté
25309,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Piano droit,http://data.culture.fr/thesaurus/resource/ark:/67717/T69-4936 instrument de musique,IMVRG00003,1875/1900,,2021-09-21,,,,État passable. Quelques traces d'humidité sous le couvercle,,,,,Chapelle [bas-côté nord],,25298,,"136,5 cm (hauteur) x 148,5 cm (largeur) x 69 cm (profondeur)","bois feuillu indigène: taillé, marqueté | alliage cuivreux"
25308,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,La Vierge au diadème bleu dit aussi La Vierge au voile,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00002,1875/1900,,2021-09-21,"Il s'agit d'une copie de la ""Vierge au diadème bleu"", tableau peint à l'huile sur bois vers 1512-1518, attribué à l'école de Giovanni Francesco Penni, dit Il Fattore (Florence, vers 1488 - Naples 1528). Cette œuvre, conservée au département des peintures du musée du Louvre (INV 603) avait été préalablement attribuée à Raffaello Santi, dit Raphaël.
Dans la collection, est conservé encadré un dessin au crayon graphite du visage de la Vierge (IMVRG00044).
Dessin et peinture sont-ils de la main d'Augustin Seguin ?",http://viaf.org/viaf/95816456 Giovanni Francesco Penni,dimensions du cadre ; vue : 81 cm (hauteur) x 55 cm (largeur),État passable. Soulèvements en partie supérieure gauche,Vierge | Enfant Jésus | saint Jean-Baptiste | ruines,,3955,,Chapelle [bas-côté nord],,25300,,"100 cm (hauteur) x 74,5 cm (largeur) x 8 cm (profondeur)","peinture à l'huile sur toile | cadre: bois feuillu indigène, taillé, doré"
25307,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Meuble de sacristie,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-53 menuiserie,IMVRG00001,1875/1900,,2021-09-17,,,,État passable. Il manque la porte du placard supérieur droit ; un bouton du 3e tiroir du chasublier est cassé,,,,,Chapelle [sacristie],,25298,,225 cm (hauteur) x 235 cm (largeur) x 81 cm (profondeur),"bois feuillu indigène: taillé, peint"
