Class,rico:identifier,rico:hasRecordSetType,rico:title,rico:descriptiveNote,rico:dateInterv,rico:dateRaw,rico:hasCreatorRef,rico:hasCreatorNotRef,rico:hasReceiverRef,rico:hasReceiverNotRef,rico:hasPublisher,rico:isOrWasIncludedIn,rico:hasOrHadPhysicalLocation,crm:P44_has_condition
rico:RecordSet,B14.2.11,Sous-dossier d'archives,,Lettres de Madame veuve Salignat à Lazare Mangini,,1860,,,,,,B14.2,,
rico:RecordSet,B14.2.12,Sous-dossier d'archives,,Lettres de Bujot à Monsieur Mangini,,1858,,,,,,B14.2,,
rico:RecordSet,B14.2.13,Sous-dossier d'archives,,Lettres de Raymond de Montgolfier aux Mangini,,1867,,,,,,B14.2,,
rico:RecordSet,B14.2.14,Sous-dossier d'archives,,"Lettres de Monsieur Four, homme de confiance, aux Mangini",1856/1861,,,,,,,B14.2,,
rico:Record,B14.2.14/1,,,Lettre de M. Four à Monsieur Mangini à propos du crédit alloué et reçu en gare,,1856-10-16,,M. Four,REFPERS0043;REFPERS0045,,,B14.2.14,,
rico:Record,B14.2.14/2,,,"Lettre de M. Four à Madame Mangini à propos d'une lettre à déposer, de M. Mangini, d'un appartement où faire des réparations, du mariage de melle Odine Serret (?)",,1858-04-30,,M. Four,REFPERS0046,,,B14.2.14,,
rico:Record,B14.2.14/3,,,Lettre de M. Four à Monsieur Mangini à propos de lettres de sa famille qu'il joint,,1859-07-28,,M. Four,REFPERS0043;REFPERS0045,,,B14.2.14,,
rico:Record,B14.2.14/4,,,"Lettre de M. Four à Monsieur Mangini à propos d'un solde de 122207 francs encaissés pour la gare de Perrache, d'un extrait d'article de journal sur la décision de la commission des chemins de fer pour la ligne Paris-Lyon-Méditerranée",,1859-08-08,,M. Four,REFPERS0043;REFPERS0045,,,B14.2.14,,
rico:Record,B14.2.14/5,,,Lettre de M. Four à Monsieur Mangini à propos du fait qu'il n'a rien à signaler,,1861-06-28,,M. Four,REFPERS0043;REFPERS0045,,,B14.2.14,,
rico:Record,B14.2.14/6,,,Lettre de M. Four à Monsieur Mangini à propos du fait qu'il n'a rien à signaler,,1861-07-13,,M. Four,REFPERS0043;REFPERS0045,,,B14.2.14,,
rico:Record,B14.2.14/7,,,"Lettre de M. Four à propos de la paie à Cannes, d'un voyage futur avec sa femme à Allevard",,1861-07-15,,M. Four,REFPERS0043;REFPERS0045,,,B14.2.14,,
rico:Record,B14.2.14/8,,,Note de liste de personnalités,,,,,,,,B14.2.14,,
rico:RecordSet,B14.2.15,Sous-dossier d'archives,,Lettres de Marc Seguin à Lazare Mangini,1847/1857,,,,,,,B14.2,,
rico:Record,B14.2.15/1,,,"Lettre de Marc Seguin à Lazare Mangini qui le remercie pour son cadeau, lui propose de venir passer quelques jours à Fontenay, réflexions sur les spéculateurs des mines, sur son chemin de fer atmosphérique auquel il est en train de méditer. Il propose d'ailleur à Lazare Mangini de s'associer à lui pour ce projet qu'il pense plus révolutionnaire que la chaudière tubulaire",,1847-06-25,REFPERS0002,,REFPERS0043,,,B14.2.15,,
rico:Record,B14.2.15/2,,,"Extrait de lettre de Marc Seguin à Lazare Mangini à propos du corporatisme (des ingénieurs des ponts et chaussées ?), d'un service à lui rendre e se rendant chez un constructeur de pompes qui ont des défauts",,1852-08-28,REFPERS0002,,REFPERS0043,,,B14.2.15,,
rico:Record,B14.2.15/3,,,"Lettre de Marc Seguin à Lazare Mangini à propos des bénéfices tirés de la cloture de l'entreprise des chemins de fer, de n'avoir pas pu s'arrêter à Lyon du fait de l'accident de l'un des neveux d'Augustine, de l'impossibilité pour Augustine d'avoir un nouvel enfant, de leurs affaires communes à Perrache",,1853-06-10,REFPERS0002,,REFPERS0043,,,B14.2.15,,
rico:Record,B14.2.15/4,,,"Lettre de Marc Seguin à Lazare Mangini à propos de la mauvaise santé de sa fille Mathilde, des projets qu'il avait de l'unir à son neveu Élie et des mauvaises affaires d'Élie en l'absence du soutient que Marc lui aurait apporté par le biais de ce mariage",,1857-06-28,REFPERS0002,,REFPERS0043,,,B14.2.15,,
rico:RecordSet,B14.2.16,Sous-dossier d'archives,,Lettres d'affaires diverses des Mangini autres que les chemins de fer,1858/1872,,,,,,,B14.2,,
rico:Record,B14.2.16/1,,,Lettre de réponse à propos d’un parapluie et d’une ombrelle perdue,,1872-05-21,,Un inspecteur principal de l’exploitation du chemin de fer Paris-Lyon-Méditerranée,REFPERS0017,,,B14.2.16,,
rico:Record,B14.2.16/10,,,Croquis manuscrit de terres et de possessions de M. Mangini,,,,,,,,B14.2.16,,
rico:Record,B14.2.16/11,,The Woman in white,Notes manuscrites,,,,,,,,B14.2.16,,
rico:Record,B14.2.16/2,,,Lettre pour venir retirer un brevet d’invention,,1858-04-07,,Le secrétaire général de la préfecture du Rhône,,M. Perret,,B14.2.16,,
rico:Record,B14.2.16/3,,,Lettre de réclamation et sur des travaux d’infrastructure,,,,,,,,B14.2.16,,
rico:Record,B14.2.16/4,,,Notes à propos de travaux prévus,,,,,,,,B14.2.16,,
rico:Record,B14.2.16/5,,Chemins de fer du Dauphiné. Jonction de la ligne Bourgoin avec celle de Grenoble,Imprimé,,1859-05-26,,,,À messieurs les membres du Conseil municipal de la ville de Grenoble,,B14.2.16,,
rico:Record,B14.2.16/6,,Agence générale pour la prise et la vente des brevets d’invention,Manuscrit,,,,M. Guy,,,,B14.2.16,,
rico:Record,B14.2.16/7,,,Lettre de demande de soutien après un licenciement de chez Gauthier frères et Cie afin de rentrer dans une nouvelle compagnie de chemin de fer,,1858-12-27,,M. Laise,REFPERS0043,,,B14.2.16,,
rico:Record,B14.2.16/8,,,Notes manuscrites sur les mines de Manosque,,,,,,,,B14.2.16,,
rico:Record,B14.2.16/9,,"A. M. A. Renouard [barré] A M. Agard, directeur de la compagnie des salines du Midi à Aix",Notes minutes,,,,,,,,B14.2.16,,
rico:RecordSet,B14.2.17,Sous-dossier d'archives,,Lettres de F. Jacqmin à MM. Mangini et Debos,,,,,,,,B14.2,,
rico:RecordSet,B14.2.2,Sous-dossier d'archives,,Lettres de L. Peiron à Louise Mangini,,1859,,,,,,B14.2,,
rico:Record,B14.2.2/1,,,"Lettre L. Peiron, employé, à Louise Mangini à propos de l'état de santé de M. Mangini",,1859-01-29,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/10,,,"Lettre L. Peiron, employé, à Louise Mangini à propos de l'état de santé de M. Mangini",,1859-02-15,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/11,,,"Lettre L. Peiron, employé, à Louise Mangini confirmant les bonnes nouvelles de Monsieur Mangini et annoncant l'arrivée de Lucien.",,1859-02-17,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/12,,,"Lettre L. Peiron, employé, à Louise Mangini donnant de bonnes nouvelles de Monsieur Mangini.",,1859-03-13,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/13,,,"Lettre L. Peiron, employé, à Louise Mangini donnant de bonnes nouvelles de Monsieur Mangini.",,1859-03-14,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/14,,,"Lettre L. Peiron, employé, à Louise Mangini donnant de bonnes nouvelles de Monsieur Mangini.",,1859-03-15,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/15,,,"Lettre L. Peiron, employé, à Louise Mangini donnant de bonnes nouvelles de Monsieur Mangini.",,1859-03-16,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/16,,,"Lettre L. Peiron, employé, à Louise Mangini donnant de bonnes nouvelles de Monsieur Mangini.",,1859-03-17,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/17,,,"Lettre L. Peiron, employé, à Louise Mangini donnant de bonnes nouvelles de Monsieur Mangini.",,1859-03-21,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/18,,,"Lettre L. Peiron, employé, à Louise Mangini donnant de bonnes nouvelles de Monsieur Mangini.",,1859-03-27,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/2,,,"Lettre L. Peiron, employé, à Louise Mangini donnant des nouvelles de Lazare Mangini à Cassis qui ""va de mieux en mieux"" et de Lucien",,1859-02-01,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/3,,,"Lettre L. Peiron, employé, à Louise Mangini à propos de l'état de santé de M. Mangini et sur le menu du dîner",,1859-02-02,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/4,,,"Lettre L. Peiron, employé, à Louise Mangini. ""Le mistral a cessé et Mr Mangini est allé sur la chantier par un beau soleil""",,1859-02-05,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/5,,,"Lettre L. Peiron, employé, à Louise Mangini à propos de l'état de santé de M. Mangini",,1859-02-07,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/6,,,"Lettre L. Peiron, employé, à Mme Mangini. ""Depuis plusieurs jours Mr Mangini est sur pied tous les matins à 7 heures. Hier son déjeuner se composait d'un potage, filet de bœuf froid, cervelles, raisin et orange. Son dîner d'un potage, plat de macaronis dont il n'est rien resté, 3 pieds ? en sauce blanche et dessert"".",,1859-02-08,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/7,,,"Lettre L. Peiron, employé, à Louise Mangini donnant de bonnes nouvelles de Monsieur Mangini.",,1859-02-11,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/8,,,"Lettre L. Peiron, employé, à Louise Mangini concernant Mr Mangini va mieux, se sert de sa main. ""Il découpe et conduit lui-même sa voiture"".",,1859-02-12,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:Record,B14.2.2/9,,,"Lettre L. Peiron, employé, à Louise Mangini concernant Mr Mangini qui va bien mais se sent seul le soir",,1859-02-14,,L. Peiron,REFPERS0046,,,B14.2.2,,
rico:RecordSet,B14.2.3,Sous-dossier d'archives,,Lettres de Calvet-Rognat à Lazare Mangini (s.d.),,,,,,,,B14.2,,
rico:Record,B14.2.3/1,,,Notes sur les déplacements de M. Calvet Rogniat (?),,,,,,,,B14.2.3,,
rico:Record,B14.2.3/2,,,"Lettre qui annonce l’envoi d’un rapport que Calvet Rogniat vient de recevoir à propos des mines de charbon de Graissessac, du passage de M. de Bravac (?) l’ingénieur qui a secondé le comte de Seranicourt(?) dans l’acquisition de ces mines. « Je vais le faire rechercher car lui, plus que personne, pourra vous initier dans toutes les circonstances de cette grande affaire »",,,,Calvet Rognat,REFPERS0043,,,B14.2.3,,
rico:Record,B14.2.3/3,,,"Rapport manuscrit sur Auzits, concession de houille dans le bassin d’Aubin, Aveyron",,,,Calvet Rogniat,REFPERS0043,,,B14.2.3,,
rico:RecordSet,B14.2.4,Sous-dossier d'archives,,"Lettres de Petiot, homme de confiance, à Lazare Mangini",1856/1857,,,,,,,B14.2,,
rico:Record,B14.2.4/1,,,"Lettre de Petiot à Lazare Mangini écrit qu’il envoie à Cuzin un croquis de la position des chemins de fer construits et à construire entre Florence, Milan et Venise. Description des lignes dont s’occupe M. Duhoux et confirmation de « la possibilité de faire de bonnes affaires sur les opérations des deux lignes de Bologne et de Venise ».",,1856-09-05,,M. Petiot,REFPERS0043,,,B14.2.4,,
rico:Record,B14.2.4/2,,,"Croquis de la position des chemins de fer construits et à construire entre Florence, Milan et Venise",,1856-09-05,,M. Petiot,REFPERS0043,,,B14.2.4,,
rico:Record,B14.2.4/3,,,"Lettre de Petiot à Mangini à propos du dénouement ""de cette grande affaire"", qui oppose le baron aux mangini et dans laquelle doivent trancher les ingénieurs",,1857-05-20,,M. Petiot,REFPERS0043;REFPERS0045,,,B14.2.4,,
rico:Record,B14.2.4/4,,,Lettre de Petiot à Mangini à propos des affaires,,1857-06-13,,M. Petiot,REFPERS0043;REFPERS0045,,,B14.2.4,,
rico:Record,B14.2.4/5,,,Lettre de Petiot à Lazare Mangini qui annonce qu’on lui a dit de partir pour Bologne car il suppose que l’adjudication est en leur faveur,,1857-06-09,,M. Petiot,REFPERS0043,,,B14.2.4,,
rico:Record,B14.2.4/6,,,Lettre de Petiot à Lazare Mangini à propos du conseil des Ingénieurs qui doit prendre une décision,,1857-06-19,,M. Petiot,REFPERS0043,,,B14.2.4,,
rico:Record,B14.2.4/7,,,"Lettre de Petiot à Lazare Mangini à qui il demande le dénouement de l'entrevue de M. Mangini avec M. Talabot, il s'inquiète du silence de M. Mangini, dit qu'il n'a pas de nouvelles de Bologne et que de toute manière M. Proteta (?) ne pourrait ""rien dire sur tout par correspondance"", dit qu'il a reçu une lettre de Modène qui lui apprend que les représentants de la compagnie Breda sont partis pour Vienne, ce qui signifie que ""cette compagnie emploie tous les moyens possibles pour obtenir les travaux et vaincre la résistqnce qui lui est opposée par les ingénieurs"". il a hâte d'avoir le dénouement de l'affaire, il assure à M. Mangini que ""l'opération a été régulière et raisonnée. La préférence pour vous est grandement prononcée"". Il conclut sur l'insurrection qui a eu lieu à Livourne à cause des graines qui a fait quelques morts",,1857-07-02,,M. Petiot,REFPERS0043,,,B14.2.4,,
rico:Record,B14.2.4/8,,,Enveloppe avec sceau,,1856-10-20,,M. Petiot,REFPERS0043,,,B14.2.4,,
rico:RecordSet,B14.2.5,Sous-dossier d'archives,,"Lettres liées à Petrus Meynet, comptable de la Buire et actionnaire",1852/1872,,,,,,,B14.2,,
rico:Record,B14.2.5/1,,,Lettre de Petrus Meynier dans laquelle il reconnapit avoir touché 63000 francs de M. Mangini pour prix de vente de 250 actions de Long--pendu,,1852-12-04,,Petrus Meynet,REFPERS0043;REFPERS0045,,,B14.2.5,,
rico:Record,B14.2.5/2,,,Lettre de l'administration des chantiers de la Buire qui certifie que Petrus Meynet est entré dans les ateliers de la Buire le 27 septembre 1869 en qualité d'employé de comptabilité,,1871-07-14,,Chantiers de la Buire,,,,B14.2.5,,Document endommagé
rico:Record,B14.2.5/3,,,Lettre de sollicitation pour un travail,,1872-06-14,,Petrus Meynet,REFPERS0043;REFPERS0045,,,B14.2.5,,
rico:RecordSet,B14.2.6,Sous-dossier d'archives,,"Lettres de E. Cuzin (?), homme de confiance, aux Mangini",1856/1859,,,,,,,B14.2,,
rico:Record,B14.2.6/1,,,"Lettre de E. Cuzin à Mangini à propos des ingénieurs qui ne sont pas venus, des puits et des ghleries qui fonctionnent, des ouvriers malades à cause de la chaleur et de la gestion des divers puits",,1856-08-12,,E. Cuzin,REFPERS0043;REFPERS0045,,,B14.2.6,,
rico:Record,B14.2.6/2,,,Lettre de E. Cuzin à Mangini à propos de la gestion des puits et d'une possible fausse promesse de M. Delahante (?),,1856-09-24,,E. Cuzin,REFPERS0043;REFPERS0045,,,B14.2.6,,
rico:Record,B14.2.6/3,,,Lettre de E. Cuzin à Mangini à propos du remboursement de la retenue dans l'affaire de l'entreprise anglaise et de chevaux malades,,1857-06-04,,E. Cuzin,REFPERS0043;REFPERS0045,,,B14.2.6,,
rico:Record,B14.2.6/4,,,Lettre de E. Cuzin à Mangini à propos de la gestion des puits,,1857-05-28,,E. Cuzin,REFPERS0043;REFPERS0045,,,B14.2.6,,
rico:Record,B14.2.6/5,,,Lettre de E. Cuzin à Mangini à propos de la signature reportée d'un décompte à Marseille,,1859-10-28,,E. Cuzin,REFPERS0043;REFPERS0045,,,B14.2.6,,
rico:Record,B14.2.6/6,,,"Enveloppe avec sceau adressée à Madame Cuzin, hôtel du Nord, à Cannes",,,,E. Cuzin,REFPERS0043;REFPERS0045,,,B14.2.6,,
rico:RecordSet,B14.2.7,Sous-dossier d'archives,,Lettres de M. Boissis (?) à Lazare Mangini,,1855,,,,,,B14.2,,
rico:RecordSet,B14.2.8,Sous-dossier d'archives,,Lettres reçues par Félix Mangini sur la vie politique,,1870,,,,,,B14.2,,
rico:RecordSet,B14.2.9,Sous-dossier d'archives,,"Lettres de Bimay (?), comptable, à Lazare Mangini",1852/1854,,,,,,,B14.2,,
rico:Record,B14.2.9/1,,,Lettre du comptable Bimay (?) à Lazare Mangini à propos des réponses évasives apportées par la hiérarchie des mines de Longpendu et de l'insatisfaction qu'il en ressent pour l'intérêt général de cette société,,1852-10-20,,"Bimay , comptable de l’entreprise",REFPERS0043,,,B14.2.9,,
rico:Record,B14.2.9/2,,,Lettre de dénonciation d'irrégularité dans la compatibilité dans l'affaire commerciale + enveloppe avec sceau,,1853-09-21,,"Bimay , comptable de l’entreprise",REFPERS0043,,,B14.2.9,,
rico:Record,B14.2.9/3,,,Lettre à Lazare Mangini pour lui décrire le but de son voyage à la houillère de Longpendu qui consiste à surveiller les chargements des bateaux afin d’égaliser la qualité et de limiter la présence de pierre à la place du charbon dans les wagons. Il se plaint également de sa charge de travail et de tâches qui lui sont confiées hors de son champ de ses compétences de comptable. Il dénonce l’incompétence du garde port de Longpendu. À propos du nouvel entrepreneur en charge du forage. Il écrit le lendemain être rentré à Chalon du fait du froid qui empêchait les chargements + enveloppe avec sceau,1854-02-14/1854-02-15,,,"Bimay , comptable de l’entreprise",REFPERS0043,,,B14.2.9,,
rico:RecordSet,B15,Sous-série d'archives,,Divers documents sur les Mangini,1856/1905,,,,,,,B13-B15,Bureau de Marc Seguin Travée 2 étagère 7,
rico:RecordSet,B15.1,Dossier d'archives,,Divers documents de travail des Mangini sur les chemins de fer,1857/1872,,,,,,,B15,,
rico:Record,B15.1/1,,Situation au 31 août 1857,Tableau de crédit et débit de chaque puits,,1857-08-31,,,,,,B15.1,,
rico:Record,B15.1/10,,Tunnels,"Comptes manuscrits ; papier à en-tête ""chemin de fer de Marseille à Toulon L. Mangini, entrepreneur à Cassis""",,,REFPERS0043,,,,,B15.1,,
rico:Record,B15.1/2,,"Chemin de fer du Dauphiné, conseil municipal du Grand-Lemps",Imprimé,,1859-05,,Cheminde fer du Dauphiné,,,,B15.1,,
rico:Record,B15.1/3,,"Lignes du Bourbonnais, tableau indicatif des lots à soumissionner avant le 30 mars 1863 pour travaux de terrassements et ouvrages d'art",Imprimé,,1863,,Compagnie des chemins de fer de Paris à Lyon et à la Méditerranée,,,,B15.1,,
rico:Record,B15.1/4,,"Société des ingénieurs civils, extrait du procès-verbal de la séance du 19 novembre 1869",Imprimé,,1869-11-19,,Société des ingénieurs civils,,,,B15.1,,
rico:Record,B15.1/5,,"Compagnie des Dombes des chemins de fer du sud-est, émission de 40.000 obligations rapportant 15 francs d'intérêt par année",Imprimé,,,,Compagnie des Dombes,,,,B15.1,,
rico:Record,B15.1/6,,"Rapport des commissaires, exercice 1871",Imprimé,,1872,,Crédit Lyonnais,,,,B15.1,,
rico:Record,B15.1/7,,Rapport par le conseil d'administration à l'assemblée générale ordinaire et extraordinaire du 6 avril 1872,Rapport,,1872,,Crédit Lyonnais,,,,B15.1,,
rico:Record,B15.1/8,,Chaux hydrauliques du Teil,Lettre de description des produits de l'usine de chaux hydraulique du Teil,,,,Usine de la chaux hydrauliques du Teil,,,,B15.1,,
rico:Record,B15.1/9,,Détail estimatif,"Comptes manuscrits ; papier à en-tête ""chemin de fer de Marseille à Toulon L. Mangini, entrepreneur à Cassis""",,,REFPERS0043,,,,,B15.1,,
rico:RecordSet,B15.2,Dossier d'archives,,Poèmes issues des archives Mangini (s.d.),,,,,,,,B15,,
rico:RecordSet,B15.3,Dossier d'archives,,Cartes de visites et cartons appartenant aux Mangini (s.d.),1868/1870,,,,,,,B15,,
rico:Record,B15.3/1,,,Lot de cartes de visites de diverses personnes,,,,,,,,B15.3,,"contenant : boîte ronde bleue ""Dal 1878 Venchi Buono Buonissimo"""
rico:Record,B15.3/2,,,Lot de cartes de visites de diverses personnes,,,,,,,,B15.3,,
rico:Record,B15.3/3,,,"Lot de cartons pour des conférences (Société d'enseignement professionnel), d'adhérent (société des amis des arts), d'artisans",1868/1870,,,,,,,B15.3,,
rico:RecordSet,B15.4,Dossier d'archives,,Oeuvres de charité de Madame Mangini,1856/1869,,,,,,,B15,,
rico:RecordSet,B15.5,Dossier d'archives,,Faire-parts reçus par les Mangini,1857/1871,,,,,,,B15,,
rico:Record,B15.5/1,,,Faire-part de mariage de Marie Peyraud avec Xavier Belmont,,1857-05-28,,,REFPERS0043;REFPERS0046,,,B15.5,,
rico:Record,B15.5/2,,,Faire-part de mariage de Xavier Belmont avec Marie Peyraud,,1857-05-28,,,REFPERS0043;REFPERS0046,,,B15.5,,
rico:Record,B15.5/3,,,Faire-part de deuil de la mort de Madame Philiberte Petit,,1868-12-20,,,REFPERS0043;REFPERS0046,,,B15.5,,
rico:Record,B15.5/4,,,Faire-part de deuil pour l’anniversaire de la mort de Madame Lucie Guimet née Sanlaville (femme d’Émile Guimet),,1869-12-05,,,REFPERS0043;REFPERS0046,,,B15.5,,
rico:Record,B15.5/5,,,Faire-part de naissance d’Henriette Germain,,1869-12-29,,,REFPERS0043;REFPERS0046,,,B15.5,,
rico:Record,B15.5/6,,,"Faire-part de deuil de la mort de M. Charles-Victor de la Servette, ancien garde du corps de Sa Majesté Louis XVIII",,1870-04-26,,,REFPERS0043;REFPERS0046,,,B15.5,,
rico:Record,B15.5/7,,,Faire-part de deuil de la mort de Ferdinand Seguin ; 2 exemplaires,,1871-03-03,,,REFPERS0043;REFPERS0046,,,B15.5,,
rico:RecordSet,B15.6,Dossier d'archives,,Documentation contemporaine sur les Mangini,,1905,,,,,,B15,,
rico:RecordSet,B15.7,Dossier d'archives,,"Diverses notes de comptes, de factures des Mangini",,,,,,,,B15,,
rico:RecordSet,B15.8,Dossier d'archives,,Livres ayant appartenu aux Mangini,,1857,,,,,,B15,,
